%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=2960232141, 2016/01/13 19:41:57.7)
156 1249  5.554527596087230989e+01 0 0 3.132548e-01 -1.291739e+00 -8.962778e-01 -4.958850e-01 1.897310e+00 
157 1257  5.554527457605755103e+01 0 0 3.132573e-01 -1.291726e+00 -8.963065e-01 -4.958945e-01 1.897307e+00 
158 1265  5.554527321966759246e+01 0 0 3.132480e-01 -1.291735e+00 -8.963001e-01 -4.958810e-01 1.897315e+00 
159 1273  5.554527317561638711e+01 0 0 3.132529e-01 -1.291731e+00 -8.963134e-01 -4.958922e-01 1.897320e+00 
160 1281  5.554527298529054491e+01 0 0 3.132606e-01 -1.291719e+00 -8.963159e-01 -4.958930e-01 1.897318e+00 
161 1289  5.554527382702074334e+01 0 0 3.132708e-01 -1.291714e+00 -8.963195e-01 -4.958883e-01 1.897327e+00 
162 1297  5.554527297792856899e+01 0 0 3.132595e-01 -1.291719e+00 -8.963249e-01 -4.958982e-01 1.897318e+00 
163 1305  5.554527288944190389e+01 0 0 3.132524e-01 -1.291727e+00 -8.963208e-01 -4.959002e-01 1.897311e+00 
164 1313  5.554527228058838517e+01 0 0 3.132560e-01 -1.291730e+00 -8.963060e-01 -4.958890e-01 1.897319e+00 
165 1321  5.554527223644213763e+01 0 0 3.132548e-01 -1.291730e+00 -8.963058e-01 -4.958943e-01 1.897317e+00 
166 1329  5.554527236984309013e+01 0 0 3.132544e-01 -1.291733e+00 -8.962999e-01 -4.958856e-01 1.897318e+00 
